,Unnamed: 0,X,Y,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Surface Cond Desc,Atmosph Cond Desc,no_male_driver,no_female_driver,avg_age_male,avg_age_female,year
1170,1170,143.7231473216905,-37.10456728137074,T20190005079,2019-03-17,10,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,T intersection,Fatal accident,100,No,Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,3,3,1,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,2,0,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,Dry,Clear,2,0,81.5,,2019
1171,1171,144.9825023900691,-37.71093301670745,T20190003510,2019-02-23,2,Yes,Collision with vehicle,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,50,Yes,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,2,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,3,1,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,31.0,,2019
1172,1172,145.13344807444642,-37.96011914630698,T20190003541,2019-02-23,16,Yes,Collision with vehicle,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,T intersection,Fatal accident,60,Yes,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,1,2,0,1,1,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,Dry,Clear,2,0,25.5,,2019
1173,1173,145.2371119264854,-38.22384108473965,T20190003695,2019-02-25,16,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,4,2,1,1,0,2,3,1,0,0,3,0,0,1,0,0,0,0,0,1,No,0,4,0,3,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,3,1,47.33333333333334,28.0,2019
1174,1174,144.4153334644566,-38.01954277343509,T20180005088,2018-03-17,5,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,60,Yes,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,26.0,,2018
1175,1175,144.74990091168047,-36.39930982780942,T20180004307,2018-03-06,6,No,Collision with vehicle,Tuesday,HEAD ON(OVERTAKING),No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,CAMPASPE,NORTHERN REGION,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,2,0,23.0,,2018
1176,1176,144.2113200216134,-38.21223877475069,T20180004769,2018-03-12,16,No,Collision with vehicle,Monday,LEFT TURN SIDESWIPE,No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,1,0,1,0,Arterial Highway,Arterial Highway,Divided,Div,Country,Dry,Clear,2,0,51.5,,2018
1177,1177,144.6076297537191,-37.69531058146,T20180005238,2018-03-19,14,No,Collision with vehicle,Monday,U TURN,No,Day,Not at intersection,Fatal accident,110,No,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Freeway,Freeway,Undivided,Undiv,Metro,Dry,Clear,2,0,40.0,,2018
1178,1178,145.17781248542062,-38.13451022938165,T20180003973,2018-03-01,23,Yes,No collision and no object struck,Thursday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Not at intersection,Fatal accident,80,Yes,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,37.0,,2018
1179,1179,143.65142000847152,-35.50185218132864,T20180004804,2018-03-12,6,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SWAN HILL,NORTHERN REGION,3,2,1,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,31.0,,2018
1180,1180,147.05515065680976,-36.25186347847711,T20180004392,2018-03-07,11,No,Collision with a fixed object,Wednesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,INDIGO,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,42.0,,2018
1181,1181,144.8060016043709,-37.73951018993029,T20180004023,2018-03-02,11,No,Collision with vehicle,Friday,OTHER ON PATH,No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,3,0,2,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,31.0,,2018
1182,1182,145.02293582178254,-37.80189673810969,T20180004441,2018-02-05,11,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,T intersection,Fatal accident,Not known,Yes,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,40.0,,2018
1183,1183,145.21346004299426,-37.817229660487314,T20180009254,2018-05-16,7,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dusk/Dawn,Cross intersection,Fatal accident,80,No,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,1,0,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,1,0,39.0,,2018
1184,1184,144.24897249605533,-36.553808524741356,T20180009288,2018-05-16,21,Yes,Vehicle overturned (no collision),Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,30.0,,2018
1185,1185,145.3228252537754,-36.46625900552797,T20180010671,2018-06-06,11,No,No collision and no object struck,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,2,0,48.0,,2018
1186,1186,144.1096490026537,-36.97841706990876,T20180009807,2018-05-24,13,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,MOUNT ALEXANDER,NORTHERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,46.0,,2018
1187,1187,145.69563479048492,-36.011612216307064,T20180009893,2018-05-25,13,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,MOIRA,NORTH EASTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,2,0,51.5,,2018
1188,1188,143.7101420261011,-37.64263931183031,T20180016198,2018-08-27,18,Yes,Collision with vehicle,Monday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark Street lights unknown,Not at intersection,Fatal accident,Not known,No,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Country,Unknown,Clear,2,0,53.0,,2018
1189,1189,143.92828363886343,-37.369771226944145,T20180016212,2018-08-28,4,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,HEPBURN,WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,25.0,,2018
1190,1190,146.25118954810972,-38.178976484966896,T20180016654,2018-09-03,12,No,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,LATROBE,EASTERN REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,31.0,,2018
1191,1191,144.80548614258527,-37.551337084142496,T20180017125,2018-09-10,18,Yes,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,Not at intersection,Fatal accident,80,No,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,1,1,0,0,2,3,0,0,1,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,2,0,28.0,,2018
1192,1192,145.1173304147698,-37.93750203761197,T20180017139,2018-09-11,10,No,Collision with vehicle,Tuesday,U TURN,No,Day,Not at intersection,Fatal accident,60,No,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,4,3,1,2,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,2,0,30.5,,2018
1193,1193,144.802469352432,-37.767152204305326,T20180017615,2018-09-18,7,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,4,1,1,0,0,3,4,0,0,0,3,1,0,0,0,0,0,0,0,1,No,0,3,1,1,0,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,2,0,29.0,,2018
1194,1194,144.74050895451333,-37.32338876489188,T20180016697,2018-09-04,5,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,37.0,,2018
1195,1195,146.60322871824863,-36.3814633922038,T20180016730,2018-09-04,11,No,Collision with a fixed object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,83.0,,2018
1196,1196,143.06639927922075,-38.45566230973128,T20180017648,2018-09-18,15,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,3,3,1,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,0,0,,,2018
1197,1197,145.20581426099568,-37.793193013257344,T20180016859,2018-09-06,7,No,Struck Pedestrian,Thursday,PARKED CAR RUN AWAY,No,Day,T intersection,Fatal accident,50,No,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,51.0,,2018
1198,1198,146.50272025203958,-38.677259335254995,T20180017349,2018-09-14,7,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Unk.,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,31.0,,2018
1199,1199,146.09904898714356,-37.04455877130257,T20180017351,2018-09-14,13,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,80,No,Intersection,MANSFIELD,NORTH EASTERN REGION,2,2,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country,Dry,Clear,1,1,22.0,77.0,2018
1200,1200,145.3759965159098,-36.34753190654534,T20180014647,2018-08-04,0,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,4,4,1,0,3,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,35.0,,2018
1201,1201,142.12539208655434,-34.232297752276004,T20180015169,2018-08-11,13,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,MILDURA,WESTERN REGION,7,1,1,0,0,6,3,4,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,2,0,46.5,,2018
1202,1202,145.14899663181532,-37.810062004660296,T20180015644,2018-08-18,18,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Not at intersection,Fatal accident,60,No,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Wet,Clear,1,0,45.0,,2018
1203,1203,144.94591524095034,-37.60914588734092,T20180016087,2018-08-25,19,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,1,0,38.0,,2018
1204,1204,145.24444823215597,-37.809988005382905,T20180014680,2018-08-04,19,Yes,Collision with vehicle,Saturday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,T intersection,Fatal accident,70,No,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,2,0,38.5,,2018
1205,1205,144.99459688525312,-37.844567522190005,T20180015224,2018-08-12,9,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),Yes,Day,T intersection,Fatal accident,40,No,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,3,2,1,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,No,0,6,0,5,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,2,26.0,37.0,2018
1206,1206,144.9380886506309,-37.687497289044856,T20180014317,2018-07-30,23,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,60,Yes,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,1,0,23.0,,2018
1207,1207,144.55359975543456,-37.68532417317592,T20180014836,2018-08-07,6,No,Collision with vehicle,Tuesday,HEAD ON(OVERTAKING),Yes,Dusk/Dawn,Not at intersection,Fatal accident,60,No,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,3,1,1,0,0,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,No,0,3,0,1,2,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,3,0,34.0,,2018
1208,1208,146.16954667436164,-38.62053348027504,T20180015807,2018-08-21,10,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,T intersection,Fatal accident,100,No,Intersection,SOUTH GIPPSLAND,EASTERN REGION,3,3,2,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country,Wet,Raining,1,1,71.0,86.0,2018
1209,1209,146.16954667436164,-38.62053348027504,T20180015807,2018-08-21,10,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,T intersection,Fatal accident,100,No,Intersection,SOUTH GIPPSLAND,EASTERN REGION,3,3,2,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country,Wet,Raining,1,1,71.0,86.0,2018
1210,1210,145.56652500868014,-38.044070706157065,T20180015818,2018-08-21,17,No,No collision and no object struck,Tuesday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,18.0,,2018
1211,1211,146.93402434667343,-37.04691447573328,T20180015837,2018-08-21,21,Yes,collision with some other object,Tuesday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,ALPINE,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Snowy,Clear,1,0,36.0,,2018
1212,1212,145.47840234173555,-35.984384394518315,T20180012076,2018-06-27,13,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,100,No,Intersection,MOIRA,NORTH EASTERN REGION,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,2,0,47.0,,2018
1213,1213,143.853376811009,-37.462553629065475,T20180011123,2018-06-13,15,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,HEPBURN,WESTERN REGION,7,3,1,2,0,4,4,1,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,1,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Wet,Clear,2,0,49.0,,2018
1214,1214,145.15576173936074,-37.933150208284346,T20180011146,2017-08-13,9,Yes,Fall from or in moving vehicle,Sunday,FELL IN/FROM VEHICLE,No,Day,Cross intersection,Fatal accident,60,No,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,1,Arterial Highway,Arterial Highway,Divided,Div,Metro,Icy,Clear,1,0,40.0,,2017
1215,1215,145.11386396730788,-37.92734048783226,T20180012081,2018-06-27,19,Yes,Collision with vehicle,Wednesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Not at intersection,Fatal accident,50,No,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Yes,0,3,0,3,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,0,1,,79.0,2018
1216,1216,144.96659741668785,-37.74131366654922,T20180010769,2018-06-08,7,No,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Cross intersection,Fatal accident,60,No,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,3,1,1,0,0,2,2,1,0,1,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undiv,Metro,Dry,Clear,1,0,31.0,,2018
1217,1217,144.86287189103305,-37.78085892495853,T20180010784,2018-06-08,5,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,T intersection,Fatal accident,70,No,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,1,0,36.0,,2018
1218,1218,144.58005122637874,-37.84922886184512,T20180011197,2018-06-14,17,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,2,0,30.5,,2018
1219,1219,144.91008215029336,-37.744627602750676,T20180011266,2018-06-16,8,No,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Multiple intersection,Fatal accident,60,No,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Divided,"Div,Undiv",Metro,Dry,Clear,1,0,42.0,,2018
1220,1220,142.7195299357016,-37.112598285297736,T20180010944,2018-06-10,19,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,0,52.0,,2018
1221,1221,145.00138935418468,-37.858872868952425,T20180010950,2018-06-11,1,Yes,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Cross intersection,Fatal accident,Not known,No,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,3,2,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Metro,Dry,Clear,1,1,26.0,23.0,2018
1222,1222,145.4163070497267,-37.09374629860918,T20180017367,2018-09-14,12,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,0,65.0,,2018
1223,1223,148.60193084008233,-37.70006975652535,T20180017387,2018-09-14,14,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,T intersection,Fatal accident,100,No,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,3,1,1,0,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,1,Yes,0,2,0,1,1,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,2,0,40.0,,2018
1224,1224,145.1587048117211,-37.918484215070244,T20180017966,2018-09-18,13,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Cross intersection,Fatal accident,80,No,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,4,2,1,1,0,2,3,1,0,1,3,0,0,0,0,0,0,0,1,1,No,0,3,0,3,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,3,0,51.33333333333334,,2018
1225,1225,145.51663578285076,-37.62598649335287,T20180018771,2018-10-06,11,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,6,1,1,0,0,5,5,1,0,4,1,0,0,1,0,0,0,0,0,0,No,1,2,0,1,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,2,0,46.0,,2018
