,OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT,yr
1221,1996431,T20170013293,2017-07-07T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,205300,319172,A,M,55,2,Drivers,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,N,Non Intersection,5817,Declared Road,,,1,2017
1222,1996432,T20170005032,2017-03-12T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,10000,314992,A,M,19,2,Drivers,6,Vehicle overturned (no collision),1,HORSHAM,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
1227,1996437,T20140023805,2014-11-17T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,130000,279716,A,M,23,2,Drivers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,2600,Declared Road,,,2,2014
1228,1996438,T20170006293,2017-03-28T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,141000,316465,A,M,54,4,Motorcyclists,4,Collision with a fixed object,1,SOUTHERN GRAMPIANS,Country,N,Non Intersection,5145,Declared Road,,,1,2017
1230,1996440,T20170002491,2017-02-08T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,105500,313792,A,F,53,2,Drivers,4,Collision with a fixed object,1,BENALLA,Country,N,Non Intersection,2590,Declared Road,,,1,2017
1231,1996441,T20180021622,2018-11-18T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,140000,339826,A,M,51,2,Drivers,4,Collision with a fixed object,1,LODDON,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1,2018
1233,1996443,T20160001863,2016-01-27T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,120500,44931,B,M,27,4,Motorcyclists,1,Collision with vehicle,2,BRIMBANK,Melbourne - West,I,Intersection,5502,Declared Road,,,1,2016
1236,1996446,T20140007167,2014-04-06T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,190000,271077,A,M,29,2,Drivers,6,Vehicle overturned (no collision),1,ARARAT,Country,N,Non Intersection,2670,Declared Road,,,1,2014
1237,1996447,T20170011129,2017-06-07T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,75100,318544,A,M,57,2,Drivers,1,Collision with vehicle,2,DANDENONG,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1,2017
1239,1996449,T20170017595,2017-09-13T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,70000,321652,A,M,21,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
1240,1996450,T20170023959,2017-12-15T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,113500,66216,B,M,43,4,Motorcyclists,1,Collision with vehicle,2,MAROONDAH,Melbourne - Outer East,I,Intersection,9999,Non Declared Road,,,1,2017
1241,1996451,T20150004307,2015-02-27T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,231000,282713,A,M,39,2,Drivers,4,Collision with a fixed object,1,BALLARAT,Ballarat,N,Non Intersection,2520,Declared Road,,,1,2015
1242,1996452,T20160001085,2016-01-16T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,150000,298608,A,M,73,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1,2016
1243,1996453,T20170019467,2017-10-13T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,33900,322487,A,M,18,2,Drivers,4,Collision with a fixed object,1,WODONGA,Country,N,Non Intersection,2790,Declared Road,,,1,2017
1246,1996456,T20140016337,2014-08-07T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,85800,274965,B,F,67,2,Drivers,1,Collision with vehicle,3,INDIGO,Country,N,Non Intersection,5464,Declared Road,,,3,2014
1247,1996457,T20140016337,2014-08-07T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,85800,274965,C,F,33,2,Drivers,1,Collision with vehicle,3,INDIGO,Country,N,Non Intersection,5464,Declared Road,,,3,2014
1248,1996458,T20160025244,2016-11-22T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,133000,310890,A,M,33,2,Drivers,1,Collision with vehicle,2,SOUTH GIPPSLAND,Country,N,Non Intersection,2580,Declared Road,,,1,2016
1249,1996459,T20170010240,2017-05-25T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,152000,320340,B,M,22,4,Motorcyclists,1,Collision with vehicle,2,BANYULE,Melbourne - North East,N,Non Intersection,5747,Declared Road,,,1,2017
1253,1996463,T20160026708,2016-12-11T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,100000,311729,A,M,45,4,Motorcyclists,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,N,Non Intersection,5811,Declared Road,,,1,2016
1254,1996464,T20140003926,2014-02-25T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,20000,267278,A,M,64,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,5543,Declared Road,,,1,2014
1255,1996465,T20180018352,2018-09-29T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,170500,17695,A,M,44,4,Motorcyclists,4,Collision with a fixed object,1,MURRINDINDI,Country,I,Intersection,2640,Declared Road,,,1,2018
1259,1996469,T20180016730,2018-09-04T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,111500,338838,A,M,83,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,N,Non Intersection,5524,Declared Road,,,1,2018
1261,1996471,T20160001900,2016-01-27T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,131000,298936,A,M,64,2,Drivers,1,Collision with vehicle,2,CORANGAMITE,Country,N,Non Intersection,5897,Declared Road,,,2,2016
1262,1996472,T20150022176,2015-10-26T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,123000,295361,B,M,61,2,Drivers,1,Collision with vehicle,4,MOIRA,Country,N,Non Intersection,5419,Declared Road,,,1,2015
1263,1996473,T20180016007,2018-08-24T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,150500,49305,A,F,32,2,Drivers,1,Collision with vehicle,2,CAMPASPE,Country,I,Intersection,5366,Declared Road,,,1,2018
1264,1996474,T20160009629,2016-05-02T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,221000,303031,A,M,21,2,Drivers,1,Collision with vehicle,3,SHEPPARTON,Country,N,Non Intersection,2640,Declared Road,,,1,2016
1266,1996476,T20160027168,2016-12-16T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,231000,311920,A,M,19,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1,2016
1267,1996477,T20170012462,2017-06-25T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,230300,38026,A,M,30,2,Drivers,1,Collision with vehicle,3,DAREBIN,Melbourne - Inner,I,Intersection,9999,Non Declared Road,,,1,2017
1268,1996478,T20160022963,2016-10-23T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,133000,309712,A,M,18,2,Drivers,4,Collision with a fixed object,1,BALLARAT,Ballarat,N,Non Intersection,5087,Declared Road,,,1,2016
1269,1996479,T20150007146,2015-04-04T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,192000,287513,A,M,29,4,Motorcyclists,4,Collision with a fixed object,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1,2015
1270,1996480,T20170009096,2017-05-08T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,140900,317128,A,F,26,2,Drivers,4,Collision with a fixed object,1,CENTRAL GOLDFIELDS,Ballarat,N,Non Intersection,5200,Declared Road,,,1,2017
1271,1996481,T20170006886,2017-04-06T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,22000,317167,A,M,40,2,Drivers,4,Collision with a fixed object,1,GOLDEN PLAINS,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
1274,1996484,T20170022564,2017-11-25T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,93000,324065,A,F,31,2,Drivers,1,Collision with vehicle,2,PYRENEES,Ballarat,N,Non Intersection,2520,Declared Road,,,2,2017
1275,1996485,T20160020983,2016-09-26T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,230000,315918,A,M,20,2,Drivers,4,Collision with a fixed object,1,FRANKSTON,Metro,N,Non Intersection,9999,Non Declared Road,,,1,2016
1277,1996487,T20150018406,2015-09-04T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,124500,293776,A,M,36,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,N,Non Intersection,9999,Non Declared Road,,,1,2015
1279,1996489,T20150019871,2015-09-25T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,70500,53152,B,M,71,2,Drivers,1,Collision with vehicle,2,CAMPASPE,Country,I,Intersection,9999,Non Declared Road,,,1,2015
1281,1996491,T20160024521,2016-11-13T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,192400,29647,A,M,32,4,Motorcyclists,1,Collision with vehicle,2,GLEN EIRA,Melbourne - Inner South,I,Intersection,5848,Declared Road,,,1,2016
1282,1996492,T20150011905,2015-06-04T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,163500,36104,A,M,76,2,Drivers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,I,Intersection,5770,Declared Road,,,1,2015
1283,1996493,T20160023133,2016-10-25T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,152000,52442,A,F,49,2,Drivers,1,Collision with vehicle,2,BAW BAW,Country,I,Intersection,9999,Non Declared Road,,,1,2016
1284,1996494,T20140000874,2014-01-14T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,112000,265744,A,M,53,2,Drivers,4,Collision with a fixed object,1,CORANGAMITE,Country,N,Non Intersection,5036,Declared Road,,,1,2014
1286,1996496,T20170024737,2017-12-27T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,110000,325264,A,M,66,4,Motorcyclists,1,Collision with vehicle,2,MURRINDINDI,Country,N,Non Intersection,4961,Declared Road,,,2,2017
1287,1996497,T20170024737,2017-12-27T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,110000,325264,B,M,48,4,Motorcyclists,1,Collision with vehicle,2,MURRINDINDI,Country,N,Non Intersection,4961,Declared Road,,,2,2017
1288,1996498,T20170003283,2017-02-18T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,151500,314204,A,M,43,4,Motorcyclists,4,Collision with a fixed object,1,NORTHERN GRAMPIANS,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
1290,1996500,T20160019011,2016-08-30T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,204200,307720,A,F,26,2,Drivers,1,Collision with vehicle,2,GLENELG,Country,N,Non Intersection,5045,Declared Road,,,1,2016
1291,1996501,T20180020826,2018-11-06T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,185500,341713,A,M,82,2,Drivers,6,Vehicle overturned (no collision),1,BAW BAW,Country,O,Unknown,-1,Declared Road,,,1,2018
1292,1996502,T20170017006,2017-09-03T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,140800,321750,A,F,77,2,Drivers,1,Collision with vehicle,3,BASS COAST,Latrobe - Gippsland,N,Non Intersection,2580,Declared Road,,,1,2017
1293,1996503,T20160010500,2016-05-13T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,72800,303354,A,M,27,2,Drivers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,5770,Declared Road,,,1,2016
1294,1996504,T20140009430,2014-05-07T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,130000,15507,A,F,65,2,Drivers,1,Collision with vehicle,2,BASS COAST,Country,I,Intersection,5697,Declared Road,,,1,2014
1295,1996505,T20170006648,2017-02-27T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,70000,315760,A,M,40,2,Drivers,4,Collision with a fixed object,1,BENDIGO,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1,2017
1297,1996507,T20170003249,2017-02-17T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,204000,314201,A,M,55,2,Drivers,6,Vehicle overturned (no collision),1,MOIRA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
1299,1996509,T20160027834,2016-12-26T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,164200,49636,B,M,27,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,I,Intersection,9999,Non Declared Road,,,1,2016
1300,1996510,T20170009331,2017-05-12T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,15000,317336,A,M,22,2,Drivers,4,Collision with a fixed object,1,BRIMBANK,Melbourne - West,N,Non Intersection,5530,Declared Road,,,1,2017
1301,1996511,T20180020312,2018-10-29T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,154400,339963,A,M,43,2,Drivers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,5448,Declared Road,,,1,2018
1304,1996514,T20170005663,2017-03-21T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,23000,314280,A,M,34,4,Motorcyclists,4,Collision with a fixed object,1,MELTON,Melbourne - West,I,Intersection,2040,Declared Road,,,1,2017
1305,1996515,T20150020455,2015-10-03T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,124700,116945,A,M,39,2,Drivers,4,Collision with a fixed object,1,WHITTLESEA,Melbourne - North East,N,Non Intersection,5106,Declared Road,,,1,2015
1308,1996518,T20170010442,2017-05-28T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,182000,73686,A,M,89,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,I,Intersection,9999,Non Declared Road,,,1,2017
1309,1996519,T20170007436,2017-04-13T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,24400,316241,A,M,19,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,I,Intersection,5585,Declared Road,,,1,2017
1311,1996521,T20170021160,2017-11-06T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,121700,324676,A,M,75,2,Drivers,1,Collision with vehicle,2,BALLARAT,Ballarat,N,Non Intersection,2590,Declared Road,,,1,2017
1312,1996522,T20180021074,2018-11-11T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,24900,341671,A,M,54,2,Drivers,4,Collision with a fixed object,1,SURF COAST,Country,N,Non Intersection,9999,Non Declared Road,,,1,2018
1313,1996523,T20140024637,2014-11-27T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,172000,278412,A,F,46,2,Drivers,1,Collision with vehicle,2,INDIGO,Country,I,Intersection,2570,Declared Road,,,1,2014
1314,1996524,T20170007408,2017-04-12T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,171500,316385,A,M,69,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,I,Intersection,5574,Declared Road,,,1,2017
1315,1996525,T20170013904,2017-07-17T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,100000,53957,A,M,83,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,I,Intersection,9999,Non Declared Road,,,1,2017
1316,1996526,T20170001490,2017-01-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,163000,37394,A,M,41,4,Motorcyclists,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,I,Intersection,5443,Declared Road,,,1,2017
1317,1996527,T20150000811,2015-01-12T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,182500,280272,A,M,20,2,Drivers,1,Collision with vehicle,2,GOLDEN PLAINS,Country,N,Non Intersection,2780,Declared Road,,,1,2015
1321,1996531,T20180005363,2018-03-21T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,180500,328336,A,F,68,2,Drivers,6,Vehicle overturned (no collision),1,GANNAWARRA,Country,N,Non Intersection,5331,Declared Road,,,1,2018
1322,1996532,T20150012406,2015-06-11T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,151200,290272,A,F,50,2,Drivers,1,Collision with vehicle,2,MELTON,Melbourne - North West,N,Non Intersection,5829,Declared Road,,,1,2015
1323,1996533,T20180018041,2018-09-24T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,220000,40906,B,M,37,4,Motorcyclists,1,Collision with vehicle,3,KNOX,Melbourne - Outer East,I,Intersection,5920,Declared Road,,,2,2018
1325,1996535,T20180013325,2018-07-15T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,221600,332512,A,M,32,4,Motorcyclists,4,Collision with a fixed object,1,MELBOURNE,Melbourne - Inner,N,Non Intersection,2999,Declared Road,,,1,2018
1326,1996536,T20170006007,2017-03-25T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,41400,315856,A,M,24,2,Drivers,4,Collision with a fixed object,1,BASS COAST,Country,N,Non Intersection,4971,Declared Road,,,1,2017
1327,1996537,T20180013149,2018-07-13T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,143000,332449,B,F,55,2,Drivers,1,Collision with vehicle,2,STRATHBOGIE,Country,N,Non Intersection,5378,Declared Road,,,1,2018
1329,1996539,T20150021964,2015-10-23T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,173400,295312,A,M,54,2,Drivers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,4991,Declared Road,,,1,2015
1331,1996541,T20160006849,2016-03-29T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,33200,301694,A,M,20,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,N,Non Intersection,5940,Declared Road,,,1,2016
1332,1996542,T20170001303,2017-01-21T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,164700,265911,B,M,75,4,Motorcyclists,1,Collision with vehicle,3,BAYSIDE,Melbourne - Inner South,I,Intersection,5840,Declared Road,,,1,2017
